model,factor,mult,threshold,reward,clicks
DepthFirst,1//3,2,8.0,26.9493,7.58548
DepthFirst,1//3,2,10.0,27.79464,7.8703
DepthFirst,1//3,2,12.0,28.68038,8.17828
DepthFirst,1//3,2,14.0,28.69512,8.27755
DepthFirst,1//3,2,16.0,29.30614,8.53328
DepthFirst,1//3,2,18.0,29.8285,8.7726
DepthFirst,1//3,2,20.0,29.81106,8.79748
DepthFirst,1//3,2,22.0,29.98848,8.96837
DepthFirst,1//3,2,24.0,30.272,9.19518
DepthFirst,1//3,2,26.0,30.60564,9.33421
DepthFirst,1//3,2,28.0,31.1444,10.11479
DepthFirst,1//3,2,30.0,31.80936,10.94914
DepthFirst,1//3,2,32.0,31.94062,11.11037
DepthFirst,1//3,2,34.0,32.37446,11.78359
DepthFirst,1//3,2,36.0,32.62076,12.46537
DepthFirst,1//3,2,38.0,32.57396,12.51302
DepthFirst,1//3,2,40.0,32.68994,12.62745
DepthFirst,1//3,2,42.0,32.63618,12.79023
DepthFirst,1//3,2,44.0,32.6401,12.93916
DepthFirst,1//3,2,46.0,32.72214,13.46962
DepthFirst,1//3,2,48.0,32.80726,14.04967
DepthFirst,1//3,2,50.0,32.69004,14.18081
DepthFirst,1//3,2,52.0,32.8416,14.65901
DepthFirst,1//3,2,54.0,32.68396,15.10207
DepthFirst,1//3,2,56.0,32.76348,15.10577
DepthFirst,1//3,2,58.0,32.77852,15.1566
DepthFirst,1//3,2,60.0,32.82878,15.20138
DepthFirst,1//3,2,62.0,32.7966,15.23161
DepthFirst,1//3,2,64.0,32.73216,15.33048
DepthFirst,1//3,2,66.0,32.7086,15.41318
DepthFirst,1//3,2,68.0,32.75704,15.4502
DepthFirst,1//3,2,70.0,32.82004,15.55358
DepthFirst,1//3,2,72.0,32.6756,15.62655
DepthFirst,1//3,2,74.0,32.72684,15.64343
DepthFirst,1//3,2,76.0,32.73378,15.68454
DepthFirst,1//3,2,78.0,32.74096,15.73769
DepthFirst,1//3,2,80.0,32.77594,15.74975
DepthFirst,1//3,2,82.0,32.75024,15.81218
DepthFirst,1//3,2,84.0,32.85214,15.85334
DepthFirst,1//3,2,86.0,32.80078,15.87182
DepthFirst,1//3,2,88.0,32.7874,15.91756
DepthFirst,1//3,2,90.0,32.87112,15.947
DepthFirst,1//3,2,92.0,32.78306,15.95189
DepthFirst,1//3,2,94.0,32.7213,15.96902
DepthFirst,1//3,2,96.0,32.81258,15.9839
DepthFirst,1//3,2,98.0,32.8388,15.986
DepthFirst,1//3,2,100.0,32.75994,15.99389
DepthFirst,1//3,2,102.0,32.86674,16.0
DepthFirst,1//3,2,104.0,32.81022,16.0
BreadthFirst,1//3,2,0.0,9.53588,1.00559
BreadthFirst,1//3,2,2.0,32.58932,11.42349
BreadthFirst,1//3,2,4.0,32.80684,12.99917
BreadthFirst,1//3,2,6.0,32.7888,14.26833
BreadthFirst,1//3,2,8.0,32.8099,14.29569
BreadthFirst,1//3,2,10.0,32.71992,14.38047
BreadthFirst,1//3,2,12.0,32.75118,14.47538
BreadthFirst,1//3,2,14.0,32.73474,14.49286
BreadthFirst,1//3,2,16.0,32.80628,14.5799
BreadthFirst,1//3,2,18.0,32.71168,14.66496
BreadthFirst,1//3,2,20.0,32.70408,14.70402
BreadthFirst,1//3,2,22.0,32.81038,14.82703
BreadthFirst,1//3,2,24.0,32.79876,14.93243
BreadthFirst,1//3,2,26.0,32.71418,14.94961
BreadthFirst,1//3,2,28.0,32.76082,15.02795
BreadthFirst,1//3,2,30.0,32.87586,15.07565
BreadthFirst,1//3,2,32.0,32.79836,15.08635
BreadthFirst,1//3,2,34.0,32.81702,15.13307
BreadthFirst,1//3,2,36.0,32.80048,15.17896
BreadthFirst,1//3,2,38.0,32.769,15.20507
BreadthFirst,1//3,2,40.0,32.7317,15.27481
BreadthFirst,1//3,2,42.0,32.87718,15.33297
BreadthFirst,1//3,2,44.0,32.81276,15.34924
BreadthFirst,1//3,2,46.0,32.8111,15.38155
BreadthFirst,1//3,2,48.0,32.73386,15.42311
BreadthFirst,1//3,2,50.0,32.66638,15.43283
BreadthFirst,1//3,2,52.0,32.70578,15.48324
BreadthFirst,1//3,2,54.0,32.80878,15.52517
BreadthFirst,1//3,2,56.0,32.70256,15.54517
BreadthFirst,1//3,2,58.0,32.82432,15.61577
BreadthFirst,1//3,2,60.0,32.82626,15.66897
BreadthFirst,1//3,2,62.0,32.67828,15.67862
BreadthFirst,1//3,2,64.0,32.75732,15.71585
BreadthFirst,1//3,2,66.0,32.74636,15.74093
BreadthFirst,1//3,2,68.0,32.78386,15.75317
BreadthFirst,1//3,2,70.0,32.74396,15.78555
BreadthFirst,1//3,2,72.0,32.75298,15.81102
BreadthFirst,1//3,2,74.0,32.74122,15.827
BreadthFirst,1//3,2,76.0,32.78122,15.87346
BreadthFirst,1//3,2,78.0,32.71654,15.90518
BreadthFirst,1//3,2,80.0,32.81834,15.91264
BreadthFirst,1//3,2,82.0,32.83334,15.93403
BreadthFirst,1//3,2,84.0,32.81202,15.95115
BreadthFirst,1//3,2,86.0,32.70552,15.95238
BreadthFirst,1//3,2,88.0,32.72204,15.96011
BreadthFirst,1//3,2,90.0,32.81246,15.96724
BreadthFirst,1//3,2,92.0,32.77898,15.96987
BreadthFirst,1//3,2,94.0,32.78558,15.98214
BreadthFirst,1//3,2,96.0,32.71946,15.98989
BreadthFirst,1//3,2,98.0,32.8165,15.99224
BreadthFirst,1//3,2,100.0,32.71056,15.99665
BreadthFirst,1//3,2,102.0,32.74102,16.0
BreadthFirst,1//3,2,104.0,32.74644,16.0
BestFirst,2//1,2,0.0,1.6536,0.95364
BestFirst,2//1,2,2.0,12.99912,5.38845
BestFirst,2//1,2,4.0,13.33454,5.47412
BestFirst,2//1,2,6.0,13.90902,5.64948
BestFirst,2//1,2,8.0,15.53792,6.31706
BestFirst,2//1,2,10.0,17.26722,7.11014
BestFirst,2//1,2,12.0,17.82232,7.4473
BestFirst,2//1,2,14.0,18.22334,7.70344
BestFirst,2//1,2,16.0,18.49688,8.30771
BestFirst,2//1,2,18.0,18.79838,9.25235
BestFirst,2//1,2,20.0,19.02028,10.04143
BestFirst,2//1,2,22.0,19.08684,10.87783
BestFirst,2//1,2,24.0,19.1584,11.78714
BestFirst,2//1,2,26.0,19.15424,12.80979
BestFirst,2//1,2,28.0,19.15246,13.85978
BestFirst,2//1,2,30.0,19.16444,14.74946
BestFirst,2//1,2,32.0,19.18626,15.28206
BestFirst,2//1,2,34.0,19.16864,15.62513
BestFirst,2//1,2,36.0,19.19238,15.80992
BestFirst,2//1,2,38.0,19.17442,15.90996
BestFirst,2//1,2,40.0,19.14764,15.97425
BestFirst,2//1,2,42.0,19.2016,16.0
BestFirst,2//1,2,44.0,19.14416,16.0
BestFirst,2//1,2,46.0,19.1901,16.0
BestFirst,2//1,2,48.0,19.16314,16.0
BestFirst,2//1,2,50.0,19.1668,16.0
BestFirst,2//1,2,52.0,19.19036,16.0
BestFirst,2//1,2,54.0,19.21498,16.0
BestFirst,2//1,2,56.0,19.14724,16.0
DepthFirst,2//1,2,0.0,1.7728,0.9027
DepthFirst,2//1,2,2.0,11.10124,4.2637
DepthFirst,2//1,2,4.0,12.03262,4.65516
DepthFirst,2//1,2,6.0,13.2312,5.21519
DepthFirst,2//1,2,8.0,14.85108,6.10412
DepthFirst,2//1,2,10.0,16.3226,7.13865
DepthFirst,2//1,2,12.0,17.27296,8.02125
DepthFirst,2//1,2,14.0,17.84148,8.72207
DepthFirst,2//1,2,16.0,18.32766,9.80311
DepthFirst,2//1,2,18.0,18.73574,11.08049
DepthFirst,2//1,2,20.0,18.91718,11.93882
DepthFirst,2//1,2,22.0,19.04968,12.88432
DepthFirst,2//1,2,24.0,19.1311,13.86032
DepthFirst,2//1,2,26.0,19.1556,14.49314
DepthFirst,2//1,2,28.0,19.18506,15.1486
DepthFirst,2//1,2,30.0,19.13602,15.69609
DepthFirst,2//1,2,32.0,19.18406,15.82684
DepthFirst,2//1,2,34.0,19.17596,15.90781
DepthFirst,2//1,2,36.0,19.1859,15.95132
DepthFirst,2//1,2,38.0,19.19206,15.9773
DepthFirst,2//1,2,40.0,19.16908,15.994
DepthFirst,2//1,2,42.0,19.18722,16.0
DepthFirst,2//1,2,44.0,19.1827,16.0
DepthFirst,2//1,2,46.0,19.1835,16.0
DepthFirst,2//1,2,48.0,19.13324,16.0
DepthFirst,2//1,2,50.0,19.17432,16.0
DepthFirst,2//1,2,52.0,19.174,16.0
DepthFirst,2//1,2,54.0,19.19772,16.0
DepthFirst,2//1,2,56.0,19.18322,16.0
BreadthFirst,2//1,2,0.0,1.13238,0.99577
BreadthFirst,2//1,2,2.0,14.71086,10.27347
BreadthFirst,2//1,2,4.0,15.70902,10.64712
BreadthFirst,2//1,2,6.0,16.71,11.07645
BreadthFirst,2//1,2,8.0,17.5864,11.68042
BreadthFirst,2//1,2,10.0,18.5743,12.59654
BreadthFirst,2//1,2,12.0,18.88018,12.9869
BreadthFirst,2//1,2,14.0,19.10606,13.35262
BreadthFirst,2//1,2,16.0,19.15498,13.95033
BreadthFirst,2//1,2,18.0,19.17858,14.92892
BreadthFirst,2//1,2,20.0,19.13916,15.1449
BreadthFirst,2//1,2,22.0,19.15544,15.33584
BreadthFirst,2//1,2,24.0,19.1472,15.50773
BreadthFirst,2//1,2,26.0,19.16,15.63773
BreadthFirst,2//1,2,28.0,19.1662,15.74572
BreadthFirst,2//1,2,30.0,19.1564,15.836
BreadthFirst,2//1,2,32.0,19.15764,15.89091
BreadthFirst,2//1,2,34.0,19.16902,15.93835
BreadthFirst,2//1,2,36.0,19.15102,15.97143
BreadthFirst,2//1,2,38.0,19.17814,15.98712
BreadthFirst,2//1,2,40.0,19.16674,15.9968
BreadthFirst,2//1,2,42.0,19.18092,16.0
BreadthFirst,2//1,2,44.0,19.15448,16.0
BreadthFirst,2//1,2,46.0,19.14834,16.0
BreadthFirst,2//1,2,48.0,19.21196,16.0
BreadthFirst,2//1,2,50.0,19.18966,16.0
BreadthFirst,2//1,2,52.0,19.18628,16.0
BreadthFirst,2//1,2,54.0,19.1802,16.0
BreadthFirst,2//1,2,56.0,19.1462,16.0
BestFirst,3//1,2,0.0,2.26938,0.95255
BestFirst,3//1,2,2.0,23.65078,5.57907
BestFirst,3//1,2,4.0,23.87162,5.6118
BestFirst,3//1,2,6.0,24.27658,5.65189
BestFirst,3//1,2,8.0,25.70928,5.84947
BestFirst,3//1,2,10.0,27.52296,6.1257
BestFirst,3//1,2,12.0,29.04948,6.33469
BestFirst,3//1,2,14.0,30.66678,6.56968
BestFirst,3//1,2,16.0,32.57834,6.90844
BestFirst,3//1,2,18.0,34.67718,7.28746
BestFirst,3//1,2,20.0,36.01974,7.59133
BestFirst,3//1,2,22.0,36.18902,7.64923
BestFirst,3//1,2,24.0,36.31062,7.70611
BestFirst,3//1,2,26.0,36.67492,7.84187
BestFirst,3//1,2,28.0,37.13438,8.11019
BestFirst,3//1,2,30.0,37.60372,8.37978
BestFirst,3//1,2,32.0,37.98508,8.64899
BestFirst,3//1,2,34.0,38.35214,8.99194
BestFirst,3//1,2,36.0,38.57948,9.591
BestFirst,3//1,2,38.0,38.8041,10.26657
BestFirst,3//1,2,40.0,38.91262,10.51127
BestFirst,3//1,2,42.0,38.90716,10.74179
BestFirst,3//1,2,44.0,38.95698,11.19762
BestFirst,3//1,2,46.0,39.0275,11.77594
BestFirst,3//1,2,48.0,39.07992,12.36588
BestFirst,3//1,2,50.0,39.09294,13.06471
BestFirst,3//1,2,52.0,39.09948,13.77425
BestFirst,3//1,2,54.0,39.09282,14.45713
BestFirst,3//1,2,56.0,39.08872,15.04543
BestFirst,3//1,2,58.0,39.0555,15.32336
BestFirst,3//1,2,60.0,39.06396,15.51097
BestFirst,3//1,2,62.0,39.08148,15.75039
BestFirst,3//1,2,64.0,39.04904,15.85761
BestFirst,3//1,2,66.0,39.1286,15.90711
BestFirst,3//1,2,68.0,39.06312,15.97328
BestFirst,3//1,2,70.0,39.03564,16.0
BestFirst,3//1,2,72.0,39.07686,16.0
BestFirst,3//1,2,74.0,39.06924,16.0
BestFirst,3//1,2,76.0,39.03414,16.0
BestFirst,3//1,2,78.0,39.0192,16.0
BestFirst,3//1,2,80.0,39.079,16.0
BestFirst,3//1,2,82.0,39.0814,16.0
BestFirst,3//1,2,84.0,39.08252,16.0
BestFirst,3//1,2,86.0,39.04722,16.0
BestFirst,3//1,2,88.0,39.05522,16.0
BestFirst,3//1,2,90.0,39.04918,16.0
BestFirst,3//1,2,92.0,39.05136,16.0
BestFirst,3//1,2,94.0,39.07016,16.0
BestFirst,3//1,2,96.0,39.07004,16.0
BestFirst,3//1,2,98.0,39.10986,16.0
BestFirst,3//1,2,100.0,39.08798,16.0
BestFirst,3//1,2,102.0,39.07728,16.0
BestFirst,3//1,2,104.0,39.04754,16.0
DepthFirst,3//1,2,0.0,3.07828,0.90101
DepthFirst,3//1,2,2.0,21.11988,3.79315
DepthFirst,3//1,2,4.0,22.4299,4.00254
DepthFirst,3//1,2,6.0,23.34952,4.16113
DepthFirst,3//1,2,8.0,24.42038,4.33473
DepthFirst,3//1,2,10.0,27.24398,4.87602
DepthFirst,3//1,2,12.0,29.04238,5.2487
DepthFirst,3//1,2,14.0,29.69302,5.37299
DepthFirst,3//1,2,16.0,30.9841,5.71166
DepthFirst,3//1,2,18.0,32.32724,6.00944
DepthFirst,3//1,2,20.0,32.97004,6.19527
DepthFirst,3//1,2,22.0,33.85378,6.63703
DepthFirst,3//1,2,24.0,34.57458,6.99991
DepthFirst,3//1,2,26.0,34.87104,7.23238
DepthFirst,3//1,2,28.0,36.29684,8.26367
DepthFirst,3//1,2,30.0,37.31036,9.20224
DepthFirst,3//1,2,32.0,37.53718,9.4553
DepthFirst,3//1,2,34.0,38.04592,10.17167
DepthFirst,3//1,2,36.0,38.4483,10.96661
DepthFirst,3//1,2,38.0,38.51208,11.3509
DepthFirst,3//1,2,40.0,38.71148,11.81058
DepthFirst,3//1,2,42.0,38.83968,12.21435
DepthFirst,3//1,2,44.0,38.8984,12.51027
DepthFirst,3//1,2,46.0,38.9855,13.46207
DepthFirst,3//1,2,48.0,39.08346,14.26564
DepthFirst,3//1,2,50.0,39.06756,14.5704
DepthFirst,3//1,2,52.0,39.02868,15.14555
DepthFirst,3//1,2,54.0,38.99168,15.62938
DepthFirst,3//1,2,56.0,39.0411,15.76878
DepthFirst,3//1,2,58.0,39.08832,15.83048
DepthFirst,3//1,2,60.0,39.06228,15.88125
DepthFirst,3//1,2,62.0,39.09566,15.93743
DepthFirst,3//1,2,64.0,39.027,15.96505
DepthFirst,3//1,2,66.0,39.0835,15.97709
DepthFirst,3//1,2,68.0,39.0733,15.99436
DepthFirst,3//1,2,70.0,39.0806,16.0
DepthFirst,3//1,2,72.0,39.11116,16.0
DepthFirst,3//1,2,74.0,39.09284,16.0
DepthFirst,3//1,2,76.0,39.1298,16.0
DepthFirst,3//1,2,78.0,39.06458,16.0
DepthFirst,3//1,2,80.0,39.07138,16.0
DepthFirst,3//1,2,82.0,39.07496,16.0
DepthFirst,3//1,2,84.0,39.10774,16.0
DepthFirst,3//1,2,86.0,39.02704,16.0
DepthFirst,3//1,2,88.0,39.09474,16.0
DepthFirst,3//1,2,90.0,39.0682,16.0
DepthFirst,3//1,2,92.0,38.99652,16.0
DepthFirst,3//1,2,94.0,39.05406,16.0
DepthFirst,3//1,2,96.0,39.03276,16.0
DepthFirst,3//1,2,98.0,39.10488,16.0
DepthFirst,3//1,2,100.0,39.08046,16.0
DepthFirst,3//1,2,102.0,39.08864,16.0
DepthFirst,3//1,2,104.0,39.03022,16.0
BreadthFirst,3//1,2,0.0,1.20576,0.99878
BreadthFirst,3//1,2,2.0,27.22142,9.90365
BreadthFirst,3//1,2,4.0,28.12616,10.00868
BreadthFirst,3//1,2,6.0,29.23068,10.15743
BreadthFirst,3//1,2,8.0,30.55146,10.32411
BreadthFirst,3//1,2,10.0,31.22844,10.44568
BreadthFirst,3//1,2,12.0,32.24032,10.64566
BreadthFirst,3//1,2,14.0,33.54096,10.89729
BreadthFirst,3//1,2,16.0,34.15716,11.06537
BreadthFirst,3//1,2,18.0,35.34558,11.45622
BreadthFirst,3//1,2,20.0,37.21992,12.14707
BreadthFirst,3//1,2,22.0,37.56786,12.28361
BreadthFirst,3//1,2,24.0,37.9187,12.46952
BreadthFirst,3//1,2,26.0,38.3222,12.69423
BreadthFirst,3//1,2,28.0,38.55986,12.82906
BreadthFirst,3//1,2,30.0,38.71016,13.06231
BreadthFirst,3//1,2,32.0,38.95006,13.35558
BreadthFirst,3//1,2,34.0,39.08982,13.52017
BreadthFirst,3//1,2,36.0,39.10958,14.02244
BreadthFirst,3//1,2,38.0,39.057,15.00108
BreadthFirst,3//1,2,40.0,39.04026,15.12477
BreadthFirst,3//1,2,42.0,39.11852,15.25251
BreadthFirst,3//1,2,44.0,39.094,15.41868
BreadthFirst,3//1,2,46.0,39.0933,15.49167
BreadthFirst,3//1,2,48.0,39.05738,15.57091
BreadthFirst,3//1,2,50.0,39.0385,15.65618
BreadthFirst,3//1,2,52.0,39.0375,15.70366
BreadthFirst,3//1,2,54.0,38.99884,15.76927
BreadthFirst,3//1,2,56.0,39.08026,15.83847
BreadthFirst,3//1,2,58.0,39.11644,15.87733
BreadthFirst,3//1,2,60.0,39.11658,15.91656
BreadthFirst,3//1,2,62.0,39.0491,15.96091
BreadthFirst,3//1,2,64.0,39.11248,15.97771
BreadthFirst,3//1,2,66.0,39.06936,15.98732
BreadthFirst,3//1,2,68.0,39.08388,15.99639
BreadthFirst,3//1,2,70.0,39.11454,16.0
BreadthFirst,3//1,2,72.0,39.08814,16.0
BreadthFirst,3//1,2,74.0,39.13486,16.0
BreadthFirst,3//1,2,76.0,39.06472,16.0
BreadthFirst,3//1,2,78.0,39.06934,16.0
BreadthFirst,3//1,2,80.0,39.1298,16.0
BreadthFirst,3//1,2,82.0,38.98942,16.0
BreadthFirst,3//1,2,84.0,39.06862,16.0
BreadthFirst,3//1,2,86.0,39.0869,16.0
BreadthFirst,3//1,2,88.0,39.06482,16.0
BreadthFirst,3//1,2,90.0,39.08922,16.0
BreadthFirst,3//1,2,92.0,39.0492,16.0
BreadthFirst,3//1,2,94.0,39.10252,16.0
BreadthFirst,3//1,2,96.0,39.00484,16.0
BreadthFirst,3//1,2,98.0,39.1193,16.0
BreadthFirst,3//1,2,100.0,39.05296,16.0
BreadthFirst,3//1,2,102.0,39.13768,16.0
BreadthFirst,3//1,2,104.0,39.04966,16.0
BestFirst,1//2,3,0.0,6.18006,0.92314
BestFirst,1//2,3,3.0,20.10891,4.41469
BestFirst,1//2,3,6.0,20.94444,5.07886
BestFirst,1//2,3,9.0,21.53598,5.58697
BestFirst,1//2,3,12.0,22.17783,5.92328
BestFirst,1//2,3,15.0,22.86717,6.35345
BestFirst,1//2,3,18.0,23.46027,6.8373
BestFirst,1//2,3,21.0,23.89989,7.34563
BestFirst,1//2,3,24.0,24.3675,8.09542
BestFirst,1//2,3,27.0,24.74403,8.85445
BestFirst,1//2,3,30.0,24.858,9.52602
BestFirst,1//2,3,33.0,24.99105,10.20808
BestFirst,1//2,3,36.0,25.06545,10.96206
BestFirst,1//2,3,39.0,25.06599,11.6978
BestFirst,1//2,3,42.0,25.00989,12.40101
BestFirst,1//2,3,45.0,25.07067,13.08405
BestFirst,1//2,3,48.0,25.10013,13.53597
BestFirst,1//2,3,51.0,25.09227,14.00295
BestFirst,1//2,3,54.0,25.02297,14.42785
BestFirst,1//2,3,57.0,25.06479,14.81086
BestFirst,1//2,3,60.0,24.96894,15.1201
BestFirst,1//2,3,63.0,25.07223,15.38317
BestFirst,1//2,3,66.0,25.09782,15.6233
BestFirst,1//2,3,69.0,25.068,15.81124
BestFirst,1//2,3,72.0,25.07169,15.88427
BestFirst,1//2,3,75.0,24.9993,15.94244
BestFirst,1//2,3,78.0,25.09602,15.97394
BestFirst,1//2,3,81.0,25.09662,16.0
BestFirst,1//2,3,84.0,25.0386,16.0
DepthFirst,1//2,3,0.0,4.79229,0.93102
DepthFirst,1//2,3,3.0,18.71679,6.43052
DepthFirst,1//2,3,6.0,20.19798,7.40779
DepthFirst,1//2,3,9.0,21.53757,8.33286
DepthFirst,1//2,3,12.0,22.16874,8.71306
DepthFirst,1//2,3,15.0,22.82181,9.17759
DepthFirst,1//2,3,18.0,23.39115,9.73471
DepthFirst,1//2,3,21.0,23.81292,10.24239
DepthFirst,1//2,3,24.0,24.26499,11.0979
DepthFirst,1//2,3,27.0,24.65328,11.92759
DepthFirst,1//2,3,30.0,24.83538,12.52204
DepthFirst,1//2,3,33.0,25.00482,13.1289
DepthFirst,1//2,3,36.0,25.00338,13.73135
DepthFirst,1//2,3,39.0,25.04853,14.29307
DepthFirst,1//2,3,42.0,25.04502,14.77963
DepthFirst,1//2,3,45.0,25.08933,15.26806
DepthFirst,1//2,3,48.0,25.06845,15.39954
DepthFirst,1//2,3,51.0,25.09923,15.50528
DepthFirst,1//2,3,54.0,25.04643,15.61298
DepthFirst,1//2,3,57.0,25.04889,15.7088
DepthFirst,1//2,3,60.0,25.02639,15.78325
DepthFirst,1//2,3,63.0,25.0437,15.85019
DepthFirst,1//2,3,66.0,25.06962,15.90834
DepthFirst,1//2,3,69.0,25.06725,15.95437
DepthFirst,1//2,3,72.0,25.06884,15.97001
DepthFirst,1//2,3,75.0,25.04007,15.98489
DepthFirst,1//2,3,78.0,25.05747,15.99349
DepthFirst,1//2,3,81.0,24.99309,16.0
DepthFirst,1//2,3,84.0,25.04391,16.0
BreadthFirst,1//2,3,0.0,6.38475,1.00253
BreadthFirst,1//2,3,3.0,24.59013,11.46801
BreadthFirst,1//2,3,6.0,25.00746,13.05373
BreadthFirst,1//2,3,9.0,25.00269,14.33549
BreadthFirst,1//2,3,12.0,25.03779,14.49323
BreadthFirst,1//2,3,15.0,25.07934,14.64821
BreadthFirst,1//2,3,18.0,25.05756,14.79394
BreadthFirst,1//2,3,21.0,24.97884,14.92548
BreadthFirst,1//2,3,24.0,25.09995,15.04645
BreadthFirst,1//2,3,27.0,25.07697,15.17987
BreadthFirst,1//2,3,30.0,25.1193,15.27329
BreadthFirst,1//2,3,33.0,25.01094,15.37113
BreadthFirst,1//2,3,36.0,25.04073,15.45844
BreadthFirst,1//2,3,39.0,25.03458,15.53973
BreadthFirst,1//2,3,42.0,25.09047,15.61276
