model,factor,mult,cost,beta,reward,clicks
Optimal,2//1,1,0.08045073241674305,0.10000000000000002,4.63858,6.46987
Optimal,2//1,1,0.08045073241674305,0.21544346900318845,6.38371,8.79507
Optimal,2//1,1,0.08045073241674305,0.464158883361278,8.34365,11.39138
Optimal,2//1,1,0.08045073241674305,1.0,9.13549,12.67976
Optimal,2//1,1,0.08045073241674305,2.154434690031884,9.43295,13.25015
Optimal,2//1,1,0.08045073241674305,4.641588833612779,9.53123,13.43531
Optimal,2//1,1,0.08045073241674305,9.999999999999998,9.55598,13.0899
Optimal,2//1,1,0.08045073241674305,21.544346900318835,9.57226,12.02402
Optimal,2//1,1,0.08045073241674305,46.415888336127786,9.55115,10.60178
Optimal,2//1,1,0.08045073241674305,100.00000000000004,9.57756,9.85001
Optimal,3//1,1,0.08045073241674305,0.10000000000000002,13.15757,8.89828
Optimal,3//1,1,0.08045073241674305,0.21544346900318845,17.11647,11.35137
Optimal,3//1,1,0.08045073241674305,0.464158883361278,18.68978,12.60678
Optimal,3//1,1,0.08045073241674305,1.0,19.20409,13.29206
Optimal,3//1,1,0.08045073241674305,2.154434690031884,19.3865,13.65851
Optimal,3//1,1,0.08045073241674305,4.641588833612779,19.49238,13.71599
Optimal,3//1,1,0.08045073241674305,9.999999999999998,19.49502,13.36628
Optimal,3//1,1,0.08045073241674305,21.544346900318835,19.53152,12.41207
Optimal,3//1,1,0.08045073241674305,46.415888336127786,19.53701,11.10532
Optimal,3//1,1,0.08045073241674305,100.00000000000004,19.51145,10.45312
Optimal,1//2,1,0.08767854528296355,0.10000000000000002,5.39486,5.29522
Optimal,1//2,1,0.08767854528296355,0.21544346900318845,6.19913,6.55159
Optimal,1//2,1,0.08767854528296355,0.464158883361278,7.08928,8.30898
Optimal,1//2,1,0.08767854528296355,1.0,7.71229,10.22092
Optimal,1//2,1,0.08767854528296355,2.154434690031884,8.09,11.62696
Optimal,1//2,1,0.08767854528296355,4.641588833612779,8.25525,12.08878
Optimal,1//2,1,0.08767854528296355,9.999999999999998,8.33828,11.34916
Optimal,1//2,1,0.08767854528296355,21.544346900318835,8.33602,9.41701
Optimal,1//2,1,0.08767854528296355,46.415888336127786,8.33036,7.75559
Optimal,1//2,1,0.08767854528296355,100.00000000000004,8.32415,7.27696
Optimal,1//3,1,0.08767854528296355,0.10000000000000002,12.78242,6.136
Optimal,1//3,1,0.08767854528296355,0.21544346900318845,14.37865,7.54631
Optimal,1//3,1,0.08767854528296355,0.464158883361278,15.29017,9.03772
Optimal,1//3,1,0.08767854528296355,1.0,15.82822,10.56888
Optimal,1//3,1,0.08767854528296355,2.154434690031884,16.20853,11.74821
Optimal,1//3,1,0.08767854528296355,4.641588833612779,16.33918,12.07053
Optimal,1//3,1,0.08767854528296355,9.999999999999998,16.38516,11.21616
Optimal,1//3,1,0.08767854528296355,21.544346900318835,16.38361,9.1648
Optimal,1//3,1,0.08767854528296355,46.415888336127786,16.38308,7.51232
Optimal,1//3,1,0.08767854528296355,100.00000000000004,16.38278,7.09143
Optimal,2//1,1,0.08767854528296355,0.10000000000000002,4.6437,6.46917
Optimal,2//1,1,0.08767854528296355,0.21544346900318845,6.36793,8.76887
Optimal,2//1,1,0.08767854528296355,0.464158883361278,8.30607,11.34957
Optimal,2//1,1,0.08767854528296355,1.0,9.16052,12.61979
Optimal,2//1,1,0.08767854528296355,2.154434690031884,9.41356,13.20837
Optimal,2//1,1,0.08767854528296355,4.641588833612779,9.51112,13.36502
Optimal,2//1,1,0.08767854528296355,9.999999999999998,9.54866,12.98048
Optimal,2//1,1,0.08767854528296355,21.544346900318835,9.56041,11.79682
Optimal,2//1,1,0.08767854528296355,46.415888336127786,9.57445,10.4065
Optimal,2//1,1,0.08767854528296355,100.00000000000004,9.56433,9.75049
Optimal,3//1,1,0.08767854528296355,0.10000000000000002,13.15401,8.90337
Optimal,3//1,1,0.08767854528296355,0.21544346900318845,17.10835,11.34663
Optimal,3//1,1,0.08767854528296355,0.464158883361278,18.67844,12.58075
Optimal,3//1,1,0.08767854528296355,1.0,19.1928,13.2714
Optimal,3//1,1,0.08767854528296355,2.154434690031884,19.40989,13.62099
Optimal,3//1,1,0.08767854528296355,4.641588833612779,19.50376,13.6482
Optimal,3//1,1,0.08767854528296355,9.999999999999998,19.50115,13.2639
Optimal,3//1,1,0.08767854528296355,21.544346900318835,19.53577,12.20828
Optimal,3//1,1,0.08767854528296355,46.415888336127786,19.5098,10.96246
Optimal,3//1,1,0.08767854528296355,100.00000000000004,19.49907,10.35833
Optimal,1//2,1,0.09555571555414193,0.10000000000000002,5.35685,5.29421
Optimal,1//2,1,0.09555571555414193,0.21544346900318845,6.17715,6.50013
Optimal,1//2,1,0.09555571555414193,0.464158883361278,7.06567,8.26913
Optimal,1//2,1,0.09555571555414193,1.0,7.6976,10.11471
Optimal,1//2,1,0.09555571555414193,2.154434690031884,8.09715,11.54408
Optimal,1//2,1,0.09555571555414193,4.641588833612779,8.25734,11.96971
Optimal,1//2,1,0.09555571555414193,9.999999999999998,8.32846,11.12669
Optimal,1//2,1,0.09555571555414193,21.544346900318835,8.32877,9.12651
Optimal,1//2,1,0.09555571555414193,46.415888336127786,8.33568,7.59727
Optimal,1//2,1,0.09555571555414193,100.00000000000004,8.31888,7.17826
Optimal,1//3,1,0.09555571555414193,0.10000000000000002,12.75197,6.12707
Optimal,1//3,1,0.09555571555414193,0.21544346900318845,14.3564,7.51719
Optimal,1//3,1,0.09555571555414193,0.464158883361278,15.26561,9.02156
Optimal,1//3,1,0.09555571555414193,1.0,15.80835,10.51501
Optimal,1//3,1,0.09555571555414193,2.154434690031884,16.18177,11.65036
Optimal,1//3,1,0.09555571555414193,4.641588833612779,16.29707,11.93301
Optimal,1//3,1,0.09555571555414193,9.999999999999998,16.32009,10.96042
Optimal,1//3,1,0.09555571555414193,21.544346900318835,16.36218,8.87877
Optimal,1//3,1,0.09555571555414193,46.415888336127786,16.37905,7.37354
Optimal,1//3,1,0.09555571555414193,100.00000000000004,16.38476,7.01327
Optimal,2//1,1,0.09555571555414193,0.10000000000000002,4.60362,6.4292
Optimal,2//1,1,0.09555571555414193,0.21544346900318845,6.36802,8.75756
Optimal,2//1,1,0.09555571555414193,0.464158883361278,8.28304,11.3359
Optimal,2//1,1,0.09555571555414193,1.0,9.13977,12.60988
Optimal,2//1,1,0.09555571555414193,2.154434690031884,9.3988,13.17092
Optimal,2//1,1,0.09555571555414193,4.641588833612779,9.51175,13.28406
Optimal,2//1,1,0.09555571555414193,9.999999999999998,9.55961,12.82248
Optimal,2//1,1,0.09555571555414193,21.544346900318835,9.57497,11.57581
Optimal,2//1,1,0.09555571555414193,46.415888336127786,9.55795,10.24803
Optimal,2//1,1,0.09555571555414193,100.00000000000004,9.54081,9.65515
Optimal,3//1,1,0.09555571555414193,0.10000000000000002,13.12913,8.87325
Optimal,3//1,1,0.09555571555414193,0.21544346900318845,17.10917,11.33634
Optimal,3//1,1,0.09555571555414193,0.464158883361278,18.68305,12.56527
Optimal,3//1,1,0.09555571555414193,1.0,19.20589,13.24236
Optimal,3//1,1,0.09555571555414193,2.154434690031884,19.40978,13.58797
Optimal,3//1,1,0.09555571555414193,4.641588833612779,19.48002,13.58114
Optimal,3//1,1,0.09555571555414193,9.999999999999998,19.49241,13.15464
Optimal,3//1,1,0.09555571555414193,21.544346900318835,19.5303,12.02739
Optimal,3//1,1,0.09555571555414193,46.415888336127786,19.51469,10.83634
Optimal,3//1,1,0.09555571555414193,100.00000000000004,19.52052,10.2641
Optimal,1//2,1,0.10414058246057906,0.10000000000000002,5.37515,5.28544
Optimal,1//2,1,0.10414058246057906,0.21544346900318845,6.16897,6.4897
Optimal,1//2,1,0.10414058246057906,0.464158883361278,7.02789,8.19559
Optimal,1//2,1,0.10414058246057906,1.0,7.67364,10.06841
Optimal,1//2,1,0.10414058246057906,2.154434690031884,8.07285,11.45979
Optimal,1//2,1,0.10414058246057906,4.641588833612779,8.25266,11.79711
Optimal,1//2,1,0.10414058246057906,9.999999999999998,8.29807,10.86575
Optimal,1//2,1,0.10414058246057906,21.544346900318835,8.34869,8.82741
Optimal,1//2,1,0.10414058246057906,46.415888336127786,8.32774,7.46678
Optimal,1//2,1,0.10414058246057906,100.00000000000004,8.29777,7.07519
Optimal,1//3,1,0.10414058246057906,0.10000000000000002,12.74107,6.09557
Optimal,1//3,1,0.10414058246057906,0.21544346900318845,14.35313,7.49574
Optimal,1//3,1,0.10414058246057906,0.464158883361278,15.23531,8.95407
Optimal,1//3,1,0.10414058246057906,1.0,15.81033,10.44882
Optimal,1//3,1,0.10414058246057906,2.154434690031884,16.13154,11.56237
Optimal,1//3,1,0.10414058246057906,4.641588833612779,16.2628,11.81322
Optimal,1//3,1,0.10414058246057906,9.999999999999998,16.35852,10.69637
Optimal,1//3,1,0.10414058246057906,21.544346900318835,16.3795,8.58691
Optimal,1//3,1,0.10414058246057906,46.415888336127786,16.39358,7.27278
Optimal,1//3,1,0.10414058246057906,100.00000000000004,16.38491,6.94655
Optimal,2//1,1,0.10414058246057906,0.10000000000000002,4.57017,6.39474
Optimal,2//1,1,0.10414058246057906,0.21544346900318845,6.32867,8.71705
Optimal,2//1,1,0.10414058246057906,0.464158883361278,8.29721,11.29954
Optimal,2//1,1,0.10414058246057906,1.0,9.13029,12.57498
Optimal,2//1,1,0.10414058246057906,2.154434690031884,9.39847,13.11713
Optimal,2//1,1,0.10414058246057906,4.641588833612779,9.51246,13.18232
Optimal,2//1,1,0.10414058246057906,9.999999999999998,9.53931,12.66879
Optimal,2//1,1,0.10414058246057906,21.544346900318835,9.54815,11.35943
Optimal,2//1,1,0.10414058246057906,46.415888336127786,9.54075,10.09579
Optimal,2//1,1,0.10414058246057906,100.00000000000004,9.54671,9.56139
Optimal,3//1,1,0.10414058246057906,0.10000000000000002,13.03897,8.8271
Optimal,3//1,1,0.10414058246057906,0.21544346900318845,17.0818,11.27666
Optimal,3//1,1,0.10414058246057906,0.464158883361278,18.68876,12.5322
Optimal,3//1,1,0.10414058246057906,1.0,19.18913,13.21432
Optimal,3//1,1,0.10414058246057906,2.154434690031884,19.44179,13.52383
Optimal,3//1,1,0.10414058246057906,4.641588833612779,19.47094,13.50278
Optimal,3//1,1,0.10414058246057906,9.999999999999998,19.52151,12.99288
Optimal,3//1,1,0.10414058246057906,21.544346900318835,19.49669,11.84043
Optimal,3//1,1,0.10414058246057906,46.415888336127786,19.46044,10.71967
Optimal,3//1,1,0.10414058246057906,100.00000000000004,19.48859,10.19091
Optimal,1//2,1,0.11349672651536731,0.10000000000000002,5.35632,5.24282
Optimal,1//2,1,0.11349672651536731,0.21544346900318845,6.16254,6.46389
Optimal,1//2,1,0.11349672651536731,0.464158883361278,7.03276,8.18894
Optimal,1//2,1,0.11349672651536731,1.0,7.6685,9.96807
Optimal,1//2,1,0.11349672651536731,2.154434690031884,8.07341,11.3477
Optimal,1//2,1,0.11349672651536731,4.641588833612779,8.25077,11.62634
Optimal,1//2,1,0.11349672651536731,9.999999999999998,8.29536,10.58088
Optimal,1//2,1,0.11349672651536731,21.544346900318835,8.30835,8.55887
Optimal,1//2,1,0.11349672651536731,46.415888336127786,8.31444,7.33015
Optimal,1//2,1,0.11349672651536731,100.00000000000004,8.31931,6.96436
Optimal,1//3,1,0.11349672651536731,0.10000000000000002,12.71901,6.05952
Optimal,1//3,1,0.11349672651536731,0.21544346900318845,14.28253,7.44009
Optimal,1//3,1,0.11349672651536731,0.464158883361278,15.23321,8.91196
Optimal,1//3,1,0.11349672651536731,1.0,15.74108,10.36699
Optimal,1//3,1,0.11349672651536731,2.154434690031884,16.10149,11.46507
Optimal,1//3,1,0.11349672651536731,4.641588833612779,16.33782,11.6326
Optimal,1//3,1,0.11349672651536731,9.999999999999998,16.31409,10.44258
Optimal,1//3,1,0.11349672651536731,21.544346900318835,16.37428,8.32986
Optimal,1//3,1,0.11349672651536731,46.415888336127786,16.33824,7.16674
Optimal,1//3,1,0.11349672651536731,100.00000000000004,16.3691,6.89941
Optimal,2//1,1,0.11349672651536731,0.10000000000000002,4.55581,6.37923
Optimal,2//1,1,0.11349672651536731,0.21544346900318845,6.31064,8.67957
Optimal,2//1,1,0.11349672651536731,0.464158883361278,8.2569,11.22441
Optimal,2//1,1,0.11349672651536731,1.0,9.1152,12.55583
Optimal,2//1,1,0.11349672651536731,2.154434690031884,9.38958,13.05016
Optimal,2//1,1,0.11349672651536731,4.641588833612779,9.50902,13.09826
Optimal,2//1,1,0.11349672651536731,9.999999999999998,9.53258,12.48633
Optimal,2//1,1,0.11349672651536731,21.544346900318835,9.54081,11.1349
Optimal,2//1,1,0.11349672651536731,46.415888336127786,9.55123,9.95377
Optimal,2//1,1,0.11349672651536731,100.00000000000004,9.5333,9.49477
Optimal,3//1,1,0.11349672651536731,0.10000000000000002,13.04078,8.8362
Optimal,3//1,1,0.11349672651536731,0.21544346900318845,17.04533,11.29343
Optimal,3//1,1,0.11349672651536731,0.464158883361278,18.68385,12.52562
Optimal,3//1,1,0.11349672651536731,1.0,19.17136,13.19547
Optimal,3//1,1,0.11349672651536731,2.154434690031884,19.38717,13.50021
Optimal,3//1,1,0.11349672651536731,4.641588833612779,19.488,13.43973
Optimal,3//1,1,0.11349672651536731,9.999999999999998,19.51632,12.84729
Optimal,3//1,1,0.11349672651536731,21.544346900318835,19.51286,11.61975
Optimal,3//1,1,0.11349672651536731,46.415888336127786,19.49815,10.56945
Optimal,3//1,1,0.11349672651536731,100.00000000000004,19.50161,10.09985
Optimal,1//2,1,0.12369344039899317,0.10000000000000002,5.32794,5.21618
Optimal,1//2,1,0.12369344039899317,0.21544346900318845,6.11505,6.40136
Optimal,1//2,1,0.12369344039899317,0.464158883361278,7.00581,8.11722
Optimal,1//2,1,0.12369344039899317,1.0,7.66487,9.86841
Optimal,1//2,1,0.12369344039899317,2.154434690031884,8.05554,11.21905
Optimal,1//2,1,0.12369344039899317,4.641588833612779,8.23264,11.46144
Optimal,1//2,1,0.12369344039899317,9.999999999999998,8.2951,10.28048
Optimal,1//2,1,0.12369344039899317,21.544346900318835,8.32817,8.27825
Optimal,1//2,1,0.12369344039899317,46.415888336127786,8.31092,7.20296
Optimal,1//2,1,0.12369344039899317,100.00000000000004,8.28968,6.90867
Optimal,1//3,1,0.12369344039899317,0.10000000000000002,12.75895,6.07931
Optimal,1//3,1,0.12369344039899317,0.21544346900318845,14.26866,7.44285
Optimal,1//3,1,0.12369344039899317,0.464158883361278,15.22596,8.87384
Optimal,1//3,1,0.12369344039899317,1.0,15.74956,10.29893
Optimal,1//3,1,0.12369344039899317,2.154434690031884,16.09626,11.3708
Optimal,1//3,1,0.12369344039899317,4.641588833612779,16.27122,11.44881
Optimal,1//3,1,0.12369344039899317,9.999999999999998,16.31683,10.17732
Optimal,1//3,1,0.12369344039899317,21.544346900318835,16.42685,8.07178
Optimal,1//3,1,0.12369344039899317,46.415888336127786,16.36655,7.07628
Optimal,1//3,1,0.12369344039899317,100.00000000000004,16.36173,6.85609
Optimal,2//1,1,0.12369344039899317,0.10000000000000002,4.54668,6.32434
Optimal,2//1,1,0.12369344039899317,0.21544346900318845,6.28189,8.6352
Optimal,2//1,1,0.12369344039899317,0.464158883361278,8.24096,11.19015
Optimal,2//1,1,0.12369344039899317,1.0,9.14153,12.50052
Optimal,2//1,1,0.12369344039899317,2.154434690031884,9.41135,12.9746
Optimal,2//1,1,0.12369344039899317,4.641588833612779,9.50842,12.99137
Optimal,2//1,1,0.12369344039899317,9.999999999999998,9.55247,12.29506
Optimal,2//1,1,0.12369344039899317,21.544346900318835,9.56471,10.87771
Optimal,2//1,1,0.12369344039899317,46.415888336127786,9.5429,9.82307
Optimal,2//1,1,0.12369344039899317,100.00000000000004,9.56188,9.3769
Optimal,3//1,1,0.12369344039899317,0.10000000000000002,13.01785,8.81707
Optimal,3//1,1,0.12369344039899317,0.21544346900318845,17.05063,11.26257
Optimal,3//1,1,0.12369344039899317,0.464158883361278,18.64017,12.51943
Optimal,3//1,1,0.12369344039899317,1.0,19.18769,13.15076
Optimal,3//1,1,0.12369344039899317,2.154434690031884,19.41352,13.45409
Optimal,3//1,1,0.12369344039899317,4.641588833612779,19.49297,13.33864
Optimal,3//1,1,0.12369344039899317,9.999999999999998,19.50838,12.71161
Optimal,3//1,1,0.12369344039899317,21.544346900318835,19.52417,11.42701
Optimal,3//1,1,0.12369344039899317,46.415888336127786,19.48894,10.43739
Optimal,3//1,1,0.12369344039899317,100.00000000000004,19.50526,10.02135
Optimal,1//2,1,0.13480624214891063,0.10000000000000002,5.35345,5.23945
Optimal,1//2,1,0.13480624214891063,0.21544346900318845,6.12462,6.36917
Optimal,1//2,1,0.13480624214891063,0.464158883361278,7.00449,8.03428
Optimal,1//2,1,0.13480624214891063,1.0,7.63009,9.78121
Optimal,1//2,1,0.13480624214891063,2.154434690031884,8.03902,11.09838
Optimal,1//2,1,0.13480624214891063,4.641588833612779,8.23367,11.25091
Optimal,1//2,1,0.13480624214891063,9.999999999999998,8.29045,9.97667
Optimal,1//2,1,0.13480624214891063,21.544346900318835,8.31846,8.01759
Optimal,1//2,1,0.13480624214891063,46.415888336127786,8.31723,7.12373
Optimal,1//2,1,0.13480624214891063,100.00000000000004,8.27159,6.89528
Optimal,1//3,1,0.13480624214891063,0.10000000000000002,12.73238,6.05109
Optimal,1//3,1,0.13480624214891063,0.21544346900318845,14.30862,7.39637
Optimal,1//3,1,0.13480624214891063,0.464158883361278,15.21687,8.81012
Optimal,1//3,1,0.13480624214891063,1.0,15.77427,10.21974
Optimal,1//3,1,0.13480624214891063,2.154434690031884,16.10583,11.23192
Optimal,1//3,1,0.13480624214891063,4.641588833612779,16.25988,11.2649
Optimal,1//3,1,0.13480624214891063,9.999999999999998,16.32087,9.83634
Optimal,1//3,1,0.13480624214891063,21.544346900318835,16.34752,7.84177
Optimal,1//3,1,0.13480624214891063,46.415888336127786,16.32838,7.01459
Optimal,1//3,1,0.13480624214891063,100.00000000000004,16.32852,6.82917
Optimal,2//1,1,0.13480624214891063,0.10000000000000002,4.529,6.31126
Optimal,2//1,1,0.13480624214891063,0.21544346900318845,6.26946,8.57153
Optimal,2//1,1,0.13480624214891063,0.464158883361278,8.21127,11.17003
Optimal,2//1,1,0.13480624214891063,1.0,9.11737,12.4448
Optimal,2//1,1,0.13480624214891063,2.154434690031884,9.38528,12.91156
Optimal,2//1,1,0.13480624214891063,4.641588833612779,9.48961,12.8678
Optimal,2//1,1,0.13480624214891063,9.999999999999998,9.52933,12.09731
Optimal,2//1,1,0.13480624214891063,21.544346900318835,9.57422,10.64865
Optimal,2//1,1,0.13480624214891063,46.415888336127786,9.5418,9.6691
Optimal,2//1,1,0.13480624214891063,100.00000000000004,9.54612,9.29899
Optimal,3//1,1,0.13480624214891063,0.10000000000000002,13.00015,8.77684
Optimal,3//1,1,0.13480624214891063,0.21544346900318845,17.02491,11.26482
Optimal,3//1,1,0.13480624214891063,0.464158883361278,18.65119,12.47774
Optimal,3//1,1,0.13480624214891063,1.0,19.16926,13.12124
Optimal,3//1,1,0.13480624214891063,2.154434690031884,19.37486,13.40407
Optimal,3//1,1,0.13480624214891063,4.641588833612779,19.46057,13.25789
Optimal,3//1,1,0.13480624214891063,9.999999999999998,19.47697,12.54295
Optimal,3//1,1,0.13480624214891063,21.544346900318835,19.51884,11.2249
Optimal,3//1,1,0.13480624214891063,46.415888336127786,19.49751,10.3161
Optimal,3//1,1,0.13480624214891063,100.00000000000004,19.49619,9.92098
Optimal,1//2,1,0.1469174344548236,0.10000000000000002,5.33516,5.18389
Optimal,1//2,1,0.1469174344548236,0.21544346900318845,6.11481,6.35162
Optimal,1//2,1,0.1469174344548236,0.464158883361278,6.99125,7.95848
Optimal,1//2,1,0.1469174344548236,1.0,7.61893,9.65855
Optimal,1//2,1,0.1469174344548236,2.154434690031884,8.01279,10.91387
Optimal,1//2,1,0.1469174344548236,4.641588833612779,8.24151,11.04239
Optimal,1//2,1,0.1469174344548236,9.999999999999998,8.29248,9.65794
Optimal,1//2,1,0.1469174344548236,21.544346900318835,8.29243,7.79626
Optimal,1//2,1,0.1469174344548236,46.415888336127786,8.30399,7.04892
Optimal,1//2,1,0.1469174344548236,100.00000000000004,8.28681,6.86249
Optimal,1//3,1,0.1469174344548236,0.10000000000000002,12.73422,6.02386
Optimal,1//3,1,0.1469174344548236,0.21544346900318845,14.25492,7.38101
Optimal,1//3,1,0.1469174344548236,0.464158883361278,15.22402,8.73722
Optimal,1//3,1,0.1469174344548236,1.0,15.79415,10.09975
Optimal,1//3,1,0.1469174344548236,2.154434690031884,16.08616,11.10867
Optimal,1//3,1,0.1469174344548236,4.641588833612779,16.25883,11.03753
Optimal,1//3,1,0.1469174344548236,9.999999999999998,16.35102,9.5474
Optimal,1//3,1,0.1469174344548236,21.544346900318835,16.3521,7.63547
Optimal,1//3,1,0.1469174344548236,46.415888336127786,16.36062,6.94013
Optimal,1//3,1,0.1469174344548236,100.00000000000004,16.32021,6.76592
Optimal,2//1,1,0.1469174344548236,0.10000000000000002,4.53603,6.30698
Optimal,2//1,1,0.1469174344548236,0.21544346900318845,6.21603,8.52638
Optimal,2//1,1,0.1469174344548236,0.464158883361278,8.17504,11.13128
Optimal,2//1,1,0.1469174344548236,1.0,9.10422,12.39611
Optimal,2//1,1,0.1469174344548236,2.154434690031884,9.38136,12.86162
Optimal,2//1,1,0.1469174344548236,4.641588833612779,9.48568,12.74697
Optimal,2//1,1,0.1469174344548236,9.999999999999998,9.51668,11.88718
Optimal,2//1,1,0.1469174344548236,21.544346900318835,9.53218,10.43701
Optimal,2//1,1,0.1469174344548236,46.415888336127786,9.52341,9.5158
Optimal,2//1,1,0.1469174344548236,100.00000000000004,9.51789,9.11781
Optimal,3//1,1,0.1469174344548236,0.10000000000000002,12.97184,8.76897
Optimal,3//1,1,0.1469174344548236,0.21544346900318845,17.01522,11.21633
Optimal,3//1,1,0.1469174344548236,0.464158883361278,18.63698,12.45864
Optimal,3//1,1,0.1469174344548236,1.0,19.15881,13.08991
Optimal,3//1,1,0.1469174344548236,2.154434690031884,19.41761,13.35317
Optimal,3//1,1,0.1469174344548236,4.641588833612779,19.46796,13.15463
Optimal,3//1,1,0.1469174344548236,9.999999999999998,19.49531,12.3597
Optimal,3//1,1,0.1469174344548236,21.544346900318835,19.50968,11.03805
Optimal,3//1,1,0.1469174344548236,46.415888336127786,19.47031,10.21227
Optimal,3//1,1,0.1469174344548236,100.00000000000004,19.4602,9.86727
Optimal,1//2,1,0.16011671420188622,0.10000000000000002,5.30729,5.17057
Optimal,1//2,1,0.16011671420188622,0.21544346900318845,6.07852,6.29291
Optimal,1//2,1,0.16011671420188622,0.464158883361278,6.97757,7.8794
Optimal,1//2,1,0.16011671420188622,1.0,7.611,9.52832
Optimal,1//2,1,0.16011671420188622,2.154434690031884,8.03401,10.76805
Optimal,1//2,1,0.16011671420188622,4.641588833612779,8.2237,10.80403
Optimal,1//2,1,0.16011671420188622,9.999999999999998,8.28493,9.31478
Optimal,1//2,1,0.16011671420188622,21.544346900318835,8.27476,7.57788
Optimal,1//2,1,0.16011671420188622,46.415888336127786,8.29457,6.97814
Optimal,1//2,1,0.16011671420188622,100.00000000000004,8.29661,6.85679
Optimal,1//3,1,0.16011671420188622,0.10000000000000002,12.67592,6.00514
Optimal,1//3,1,0.16011671420188622,0.21544346900318845,14.24937,7.31659
Optimal,1//3,1,0.16011671420188622,0.464158883361278,15.15526,8.69693
Optimal,1//3,1,0.16011671420188622,1.0,15.74671,10.04288
Optimal,1//3,1,0.16011671420188622,2.154434690031884,16.10983,10.94818
Optimal,1//3,1,0.16011671420188622,4.641588833612779,16.29768,10.81606
Optimal,1//3,1,0.16011671420188622,9.999999999999998,16.36458,9.19224
Optimal,1//3,1,0.16011671420188622,21.544346900318835,16.32741,7.43257
Optimal,1//3,1,0.16011671420188622,46.415888336127786,16.31979,6.86545
Optimal,1//3,1,0.16011671420188622,100.00000000000004,16.33101,6.68356
Optimal,2//1,1,0.16011671420188622,0.10000000000000002,4.46737,6.25505
Optimal,2//1,1,0.16011671420188622,0.21544346900318845,6.20064,8.48722
Optimal,2//1,1,0.16011671420188622,0.464158883361278,8.15919,11.06708
Optimal,2//1,1,0.16011671420188622,1.0,9.09459,12.35004
Optimal,2//1,1,0.16011671420188622,2.154434690031884,9.3783,12.72749
Optimal,2//1,1,0.16011671420188622,4.641588833612779,9.46684,12.61287
Optimal,2//1,1,0.16011671420188622,9.999999999999998,9.50787,11.6385
Optimal,2//1,1,0.16011671420188622,21.544346900318835,9.52985,10.21668
Optimal,2//1,1,0.16011671420188622,46.415888336127786,9.48899,9.35066
Optimal,2//1,1,0.16011671420188622,100.00000000000004,9.50321,8.97036
Optimal,3//1,1,0.16011671420188622,0.10000000000000002,12.95956,8.74058
Optimal,3//1,1,0.16011671420188622,0.21544346900318845,16.94185,11.17809
Optimal,3//1,1,0.16011671420188622,0.464158883361278,18.61369,12.42794
Optimal,3//1,1,0.16011671420188622,1.0,19.17952,13.04446
Optimal,3//1,1,0.16011671420188622,2.154434690031884,19.37864,13.27367
Optimal,3//1,1,0.16011671420188622,4.641588833612779,19.45362,13.0492
Optimal,3//1,1,0.16011671420188622,9.999999999999998,19.43984,12.19306
Optimal,3//1,1,0.16011671420188622,21.544346900318835,19.47821,10.8548
Optimal,3//1,1,0.16011671420188622,46.415888336127786,19.47939,10.10181
Optimal,3//1,1,0.16011671420188622,100.00000000000004,19.46083,9.786
Optimal,1//2,1,0.1745018367761649,0.10000000000000002,5.29307,5.13559
Optimal,1//2,1,0.1745018367761649,0.21544346900318845,6.02621,6.24005
Optimal,1//2,1,0.1745018367761649,0.464158883361278,6.92458,7.76793
Optimal,1//2,1,0.1745018367761649,1.0,7.57529,9.39887
Optimal,1//2,1,0.1745018367761649,2.154434690031884,7.96445,10.54577
Optimal,1//2,1,0.1745018367761649,4.641588833612779,8.2156,10.54287
Optimal,1//2,1,0.1745018367761649,9.999999999999998,8.27751,8.95773
Optimal,1//2,1,0.1745018367761649,21.544346900318835,8.28024,7.37708
Optimal,1//2,1,0.1745018367761649,46.415888336127786,8.29216,6.9157
Optimal,1//2,1,0.1745018367761649,100.00000000000004,8.28668,6.82968
Optimal,1//3,1,0.1745018367761649,0.10000000000000002,12.61495,5.98306
Optimal,1//3,1,0.1745018367761649,0.21544346900318845,14.25964,7.27612
Optimal,1//3,1,0.1745018367761649,0.464158883361278,15.17682,8.62794
Optimal,1//3,1,0.1745018367761649,1.0,15.69355,9.91145
Optimal,1//3,1,0.1745018367761649,2.154434690031884,16.05001,10.79801
Optimal,1//3,1,0.1745018367761649,4.641588833612779,16.24246,10.56151
Optimal,1//3,1,0.1745018367761649,9.999999999999998,16.32995,8.87926
Optimal,1//3,1,0.1745018367761649,21.544346900318835,16.30551,7.25209
Optimal,1//3,1,0.1745018367761649,46.415888336127786,16.37502,6.78653
Optimal,1//3,1,0.1745018367761649,100.00000000000004,16.3084,6.66281
Optimal,2//1,1,0.1745018367761649,0.10000000000000002,4.46062,6.20926
Optimal,2//1,1,0.1745018367761649,0.21544346900318845,6.15033,8.44491
Optimal,2//1,1,0.1745018367761649,0.464158883361278,8.12028,10.9832
Optimal,2//1,1,0.1745018367761649,1.0,9.0926,12.25963
Optimal,2//1,1,0.1745018367761649,2.154434690031884,9.36538,12.63652
Optimal,2//1,1,0.1745018367761649,4.641588833612779,9.45901,12.42838
Optimal,2//1,1,0.1745018367761649,9.999999999999998,9.50949,11.38383
Optimal,2//1,1,0.1745018367761649,21.544346900318835,9.50547,9.97548
Optimal,2//1,1,0.1745018367761649,46.415888336127786,9.49832,9.18607
