model,factor,mult,cost,beta,reward,clicks
Optimal,1//2,1,0.002169052183045737,0.464158883361278,7.20391,8.84309
Optimal,1//2,1,0.002169052183045737,1.0,7.80682,10.94717
Optimal,1//2,1,0.002169052183045737,2.154434690031884,8.17787,12.55544
Optimal,1//2,1,0.002169052183045737,4.641588833612779,8.27921,13.3781
Optimal,1//2,1,0.002169052183045737,9.999999999999998,8.33489,13.74109
Optimal,1//2,1,0.002169052183045737,21.544346900318835,8.3556,13.84682
Optimal,1//2,1,0.002169052183045737,46.415888336127786,8.33027,13.79907
Optimal,1//2,1,0.002169052183045737,100.00000000000004,8.35098,13.5423
Optimal,1//3,1,0.002169052183045737,0.10000000000000002,12.91983,6.29859
Optimal,1//3,1,0.002169052183045737,0.21544346900318845,14.4379,7.81503
Optimal,1//3,1,0.002169052183045737,0.464158883361278,15.38723,9.46
Optimal,1//3,1,0.002169052183045737,1.0,15.91526,11.20305
Optimal,1//3,1,0.002169052183045737,2.154434690031884,16.24112,12.58695
Optimal,1//3,1,0.002169052183045737,4.641588833612779,16.35611,13.33543
Optimal,1//3,1,0.002169052183045737,9.999999999999998,16.33996,13.65572
Optimal,1//3,1,0.002169052183045737,21.544346900318835,16.39012,13.75008
Optimal,1//3,1,0.002169052183045737,46.415888336127786,16.38382,13.6749
Optimal,1//3,1,0.002169052183045737,100.00000000000004,16.37868,13.41463
Optimal,2//1,1,0.002169052183045737,0.10000000000000002,4.77885,6.67565
Optimal,2//1,1,0.002169052183045737,0.21544346900318845,6.62009,9.12455
Optimal,2//1,1,0.002169052183045737,0.464158883361278,8.44506,11.68601
Optimal,2//1,1,0.002169052183045737,1.0,9.2086,13.00611
Optimal,2//1,1,0.002169052183045737,2.154434690031884,9.46594,13.71229
Optimal,2//1,1,0.002169052183045737,4.641588833612779,9.54712,14.16269
Optimal,2//1,1,0.002169052183045737,9.999999999999998,9.59733,14.41591
Optimal,2//1,1,0.002169052183045737,21.544346900318835,9.57635,14.52177
Optimal,2//1,1,0.002169052183045737,46.415888336127786,9.58469,14.52334
Optimal,2//1,1,0.002169052183045737,100.00000000000004,9.58846,14.419
Optimal,3//1,1,0.002169052183045737,0.10000000000000002,13.37826,9.06182
Optimal,3//1,1,0.002169052183045737,0.21544346900318845,17.26123,11.49017
Optimal,3//1,1,0.002169052183045737,0.464158883361278,18.71995,12.75678
Optimal,3//1,1,0.002169052183045737,1.0,19.22794,13.51537
Optimal,3//1,1,0.002169052183045737,2.154434690031884,19.44845,13.99825
Optimal,3//1,1,0.002169052183045737,4.641588833612779,19.53578,14.31982
Optimal,3//1,1,0.002169052183045737,9.999999999999998,19.55261,14.5173
Optimal,3//1,1,0.002169052183045737,21.544346900318835,19.53997,14.61608
Optimal,3//1,1,0.002169052183045737,46.415888336127786,19.53047,14.60074
Optimal,3//1,1,0.002169052183045737,100.00000000000004,19.54919,14.50607
Optimal,1//2,1,0.0023639230413358817,0.10000000000000002,5.43583,5.46279
Optimal,1//2,1,0.0023639230413358817,0.21544346900318845,6.32091,6.85908
Optimal,1//2,1,0.0023639230413358817,0.464158883361278,7.2233,8.86859
Optimal,1//2,1,0.0023639230413358817,1.0,7.81279,10.95803
Optimal,1//2,1,0.0023639230413358817,2.154434690031884,8.18228,12.54522
Optimal,1//2,1,0.0023639230413358817,4.641588833612779,8.2782,13.38696
Optimal,1//2,1,0.0023639230413358817,9.999999999999998,8.36694,13.7347
Optimal,1//2,1,0.0023639230413358817,21.544346900318835,8.35496,13.83822
Optimal,1//2,1,0.0023639230413358817,46.415888336127786,8.3494,13.77585
Optimal,1//2,1,0.0023639230413358817,100.00000000000004,8.3345,13.50947
Optimal,1//3,1,0.0023639230413358817,0.10000000000000002,12.87875,6.26005
Optimal,1//3,1,0.0023639230413358817,0.21544346900318845,14.42695,7.81769
Optimal,1//3,1,0.0023639230413358817,0.464158883361278,15.36954,9.47461
Optimal,1//3,1,0.0023639230413358817,1.0,15.94463,11.20093
Optimal,1//3,1,0.0023639230413358817,2.154434690031884,16.21086,12.58238
Optimal,1//3,1,0.0023639230413358817,4.641588833612779,16.33634,13.3508
Optimal,1//3,1,0.0023639230413358817,9.999999999999998,16.36193,13.65015
Optimal,1//3,1,0.0023639230413358817,21.544346900318835,16.39788,13.74503
Optimal,1//3,1,0.0023639230413358817,46.415888336127786,16.43753,13.64243
Optimal,1//3,1,0.0023639230413358817,100.00000000000004,16.35013,13.37622
Optimal,2//1,1,0.0023639230413358817,0.10000000000000002,4.75769,6.63603
Optimal,2//1,1,0.0023639230413358817,0.21544346900318845,6.62169,9.14402
Optimal,2//1,1,0.0023639230413358817,0.464158883361278,8.46912,11.69156
Optimal,2//1,1,0.0023639230413358817,1.0,9.20877,12.98873
Optimal,2//1,1,0.0023639230413358817,2.154434690031884,9.45671,13.70828
Optimal,2//1,1,0.0023639230413358817,4.641588833612779,9.53786,14.16804
Optimal,2//1,1,0.0023639230413358817,9.999999999999998,9.55703,14.41917
Optimal,2//1,1,0.0023639230413358817,21.544346900318835,9.58186,14.52737
Optimal,2//1,1,0.0023639230413358817,46.415888336127786,9.57814,14.51858
Optimal,2//1,1,0.0023639230413358817,100.00000000000004,9.5907,14.38602
Optimal,3//1,1,0.0023639230413358817,0.10000000000000002,13.35886,9.0528
Optimal,3//1,1,0.0023639230413358817,0.21544346900318845,17.2685,11.48631
Optimal,3//1,1,0.0023639230413358817,0.464158883361278,18.73846,12.75284
Optimal,3//1,1,0.0023639230413358817,1.0,19.21204,13.52318
Optimal,3//1,1,0.0023639230413358817,2.154434690031884,19.4319,14.01018
Optimal,3//1,1,0.0023639230413358817,4.641588833612779,19.45988,14.33
Optimal,3//1,1,0.0023639230413358817,9.999999999999998,19.5327,14.52126
Optimal,3//1,1,0.0023639230413358817,21.544346900318835,19.53275,14.61138
Optimal,3//1,1,0.0023639230413358817,46.415888336127786,19.55012,14.58568
Optimal,3//1,1,0.0023639230413358817,100.00000000000004,19.56088,14.47481
Optimal,1//2,1,0.002576301385940816,0.10000000000000002,5.4741,5.46817
Optimal,1//2,1,0.002576301385940816,0.21544346900318845,6.29483,6.8341
Optimal,1//2,1,0.002576301385940816,0.464158883361278,7.2094,8.86058
Optimal,1//2,1,0.002576301385940816,1.0,7.83604,10.9353
Optimal,1//2,1,0.002576301385940816,2.154434690031884,8.17988,12.52867
Optimal,1//2,1,0.002576301385940816,4.641588833612779,8.29633,13.37686
Optimal,1//2,1,0.002576301385940816,9.999999999999998,8.33733,13.73839
Optimal,1//2,1,0.002576301385940816,21.544346900318835,8.35967,13.8284
Optimal,1//2,1,0.002576301385940816,46.415888336127786,8.34713,13.75597
Optimal,1//2,1,0.002576301385940816,100.00000000000004,8.32161,13.46335
Optimal,1//3,1,0.002576301385940816,0.10000000000000002,12.88198,6.25447
Optimal,1//3,1,0.002576301385940816,0.21544346900318845,14.45553,7.7827
Optimal,1//3,1,0.002576301385940816,0.464158883361278,15.3951,9.47697
Optimal,1//3,1,0.002576301385940816,1.0,15.9143,11.18537
Optimal,1//3,1,0.002576301385940816,2.154434690031884,16.22439,12.58197
Optimal,1//3,1,0.002576301385940816,4.641588833612779,16.36567,13.3472
Optimal,1//3,1,0.002576301385940816,9.999999999999998,16.3421,13.65642
Optimal,1//3,1,0.002576301385940816,21.544346900318835,16.40041,13.73447
Optimal,1//3,1,0.002576301385940816,46.415888336127786,16.34224,13.61621
Optimal,1//3,1,0.002576301385940816,100.00000000000004,16.43496,13.32134
Optimal,2//1,1,0.002576301385940816,0.10000000000000002,4.75838,6.67245
Optimal,2//1,1,0.002576301385940816,0.21544346900318845,6.60979,9.12552
Optimal,2//1,1,0.002576301385940816,0.464158883361278,8.45648,11.6824
Optimal,2//1,1,0.002576301385940816,1.0,9.21642,12.99179
Optimal,2//1,1,0.002576301385940816,2.154434690031884,9.46246,13.70748
Optimal,2//1,1,0.002576301385940816,4.641588833612779,9.53525,14.15651
Optimal,2//1,1,0.002576301385940816,9.999999999999998,9.5717,14.40093
Optimal,2//1,1,0.002576301385940816,21.544346900318835,9.58518,14.50978
Optimal,2//1,1,0.002576301385940816,46.415888336127786,9.58399,14.51541
Optimal,2//1,1,0.002576301385940816,100.00000000000004,9.58571,14.37001
Optimal,3//1,1,0.002576301385940816,0.10000000000000002,13.35427,9.05679
Optimal,3//1,1,0.002576301385940816,0.21544346900318845,17.19717,11.50826
Optimal,3//1,1,0.002576301385940816,0.464158883361278,18.72943,12.76785
Optimal,3//1,1,0.002576301385940816,1.0,19.26253,13.51596
Optimal,3//1,1,0.002576301385940816,2.154434690031884,19.45075,14.00703
Optimal,3//1,1,0.002576301385940816,4.641588833612779,19.51816,14.31098
Optimal,3//1,1,0.002576301385940816,9.999999999999998,19.50533,14.53275
Optimal,3//1,1,0.002576301385940816,21.544346900318835,19.52573,14.60875
Optimal,3//1,1,0.002576301385940816,46.415888336127786,19.56497,14.57968
Optimal,3//1,1,0.002576301385940816,100.00000000000004,19.50899,14.45931
Optimal,1//2,1,0.0028077601153418848,0.10000000000000002,5.45428,5.47636
Optimal,1//2,1,0.0028077601153418848,0.21544346900318845,6.32519,6.84675
Optimal,1//2,1,0.0028077601153418848,0.464158883361278,7.20473,8.83687
Optimal,1//2,1,0.0028077601153418848,1.0,7.82391,10.92912
Optimal,1//2,1,0.0028077601153418848,2.154434690031884,8.18159,12.52836
Optimal,1//2,1,0.0028077601153418848,4.641588833612779,8.29688,13.37848
Optimal,1//2,1,0.0028077601153418848,9.999999999999998,8.33377,13.72911
Optimal,1//2,1,0.0028077601153418848,21.544346900318835,8.35567,13.8124
Optimal,1//2,1,0.0028077601153418848,46.415888336127786,8.36607,13.72667
Optimal,1//2,1,0.0028077601153418848,100.00000000000004,8.3475,13.40318
Optimal,1//3,1,0.0028077601153418848,0.10000000000000002,12.88253,6.2727
Optimal,1//3,1,0.0028077601153418848,0.21544346900318845,14.47806,7.79933
Optimal,1//3,1,0.0028077601153418848,0.464158883361278,15.37796,9.47159
Optimal,1//3,1,0.0028077601153418848,1.0,15.92811,11.20152
Optimal,1//3,1,0.0028077601153418848,2.154434690031884,16.22932,12.58373
Optimal,1//3,1,0.0028077601153418848,4.641588833612779,16.29638,13.32853
Optimal,1//3,1,0.0028077601153418848,9.999999999999998,16.38108,13.64665
Optimal,1//3,1,0.0028077601153418848,21.544346900318835,16.37248,13.72664
Optimal,1//3,1,0.0028077601153418848,46.415888336127786,16.38135,13.60658
Optimal,1//3,1,0.0028077601153418848,100.00000000000004,16.38766,13.27803
Optimal,2//1,1,0.0028077601153418848,0.10000000000000002,4.75545,6.6453
Optimal,2//1,1,0.0028077601153418848,0.21544346900318845,6.61649,9.12052
Optimal,2//1,1,0.0028077601153418848,0.464158883361278,8.46079,11.68819
Optimal,2//1,1,0.0028077601153418848,1.0,9.23727,13.00107
Optimal,2//1,1,0.0028077601153418848,2.154434690031884,9.4649,13.71628
Optimal,2//1,1,0.0028077601153418848,4.641588833612779,9.58022,14.14307
Optimal,2//1,1,0.0028077601153418848,9.999999999999998,9.57681,14.40314
Optimal,2//1,1,0.0028077601153418848,21.544346900318835,9.57911,14.52279
Optimal,2//1,1,0.0028077601153418848,46.415888336127786,9.58159,14.50285
Optimal,2//1,1,0.0028077601153418848,100.00000000000004,9.58514,14.34713
Optimal,3//1,1,0.0028077601153418848,0.10000000000000002,13.34724,9.05999
Optimal,3//1,1,0.0028077601153418848,0.21544346900318845,17.27351,11.50631
Optimal,3//1,1,0.0028077601153418848,0.464158883361278,18.7366,12.76935
Optimal,3//1,1,0.0028077601153418848,1.0,19.26026,13.52876
Optimal,3//1,1,0.0028077601153418848,2.154434690031884,19.45477,13.99728
Optimal,3//1,1,0.0028077601153418848,4.641588833612779,19.50605,14.31962
Optimal,3//1,1,0.0028077601153418848,9.999999999999998,19.56095,14.5089
Optimal,3//1,1,0.0028077601153418848,21.544346900318835,19.53761,14.60074
Optimal,3//1,1,0.0028077601153418848,46.415888336127786,19.52687,14.56595
Optimal,3//1,1,0.0028077601153418848,100.00000000000004,19.5478,14.42978
Optimal,1//2,1,0.0030600134395478576,0.10000000000000002,5.45861,5.46287
Optimal,1//2,1,0.0030600134395478576,0.21544346900318845,6.30951,6.85433
Optimal,1//2,1,0.0030600134395478576,0.464158883361278,7.20607,8.83566
Optimal,1//2,1,0.0030600134395478576,1.0,7.82667,10.94078
Optimal,1//2,1,0.0030600134395478576,2.154434690031884,8.16832,12.56106
Optimal,1//2,1,0.0030600134395478576,4.641588833612779,8.30432,13.37091
Optimal,1//2,1,0.0030600134395478576,9.999999999999998,8.34993,13.71312
Optimal,1//2,1,0.0030600134395478576,21.544346900318835,8.35525,13.81975
Optimal,1//2,1,0.0030600134395478576,46.415888336127786,8.34949,13.70099
Optimal,1//2,1,0.0030600134395478576,100.00000000000004,8.37175,13.34334
Optimal,1//3,1,0.0030600134395478576,0.10000000000000002,12.90397,6.27728
Optimal,1//3,1,0.0030600134395478576,0.21544346900318845,14.4704,7.79587
Optimal,1//3,1,0.0030600134395478576,0.464158883361278,15.35862,9.47731
Optimal,1//3,1,0.0030600134395478576,1.0,15.8992,11.19459
Optimal,1//3,1,0.0030600134395478576,2.154434690031884,16.22345,12.59303
Optimal,1//3,1,0.0030600134395478576,4.641588833612779,16.35942,13.32679
Optimal,1//3,1,0.0030600134395478576,9.999999999999998,16.35666,13.63086
Optimal,1//3,1,0.0030600134395478576,21.544346900318835,16.38244,13.69927
Optimal,1//3,1,0.0030600134395478576,46.415888336127786,16.43673,13.5686
Optimal,1//3,1,0.0030600134395478576,100.00000000000004,16.38804,13.18771
Optimal,2//1,1,0.0030600134395478576,0.10000000000000002,4.77233,6.66366
Optimal,2//1,1,0.0030600134395478576,0.21544346900318845,6.59596,9.13445
Optimal,2//1,1,0.0030600134395478576,0.464158883361278,8.45775,11.70492
Optimal,2//1,1,0.0030600134395478576,1.0,9.21272,12.9919
Optimal,2//1,1,0.0030600134395478576,2.154434690031884,9.48137,13.69962
Optimal,2//1,1,0.0030600134395478576,4.641588833612779,9.56028,14.14881
Optimal,2//1,1,0.0030600134395478576,9.999999999999998,9.57824,14.39793
Optimal,2//1,1,0.0030600134395478576,21.544346900318835,9.60288,14.50891
Optimal,2//1,1,0.0030600134395478576,46.415888336127786,9.58554,14.47681
Optimal,2//1,1,0.0030600134395478576,100.00000000000004,9.56545,14.31413
Optimal,3//1,1,0.0030600134395478576,0.10000000000000002,13.4187,9.05518
Optimal,3//1,1,0.0030600134395478576,0.21544346900318845,17.23463,11.51105
Optimal,3//1,1,0.0030600134395478576,0.464158883361278,18.73584,12.76985
Optimal,3//1,1,0.0030600134395478576,1.0,19.23506,13.5117
Optimal,3//1,1,0.0030600134395478576,2.154434690031884,19.46341,13.99599
Optimal,3//1,1,0.0030600134395478576,4.641588833612779,19.49518,14.31371
Optimal,3//1,1,0.0030600134395478576,9.999999999999998,19.4992,14.51397
Optimal,3//1,1,0.0030600134395478576,21.544346900318835,19.52695,14.59308
Optimal,3//1,1,0.0030600134395478576,46.415888336127786,19.51549,14.55907
Optimal,3//1,1,0.0030600134395478576,100.00000000000004,19.56496,14.39138
Optimal,1//2,1,0.0033349295757317057,0.10000000000000002,5.46479,5.47087
Optimal,1//2,1,0.0033349295757317057,0.21544346900318845,6.30922,6.85491
Optimal,1//2,1,0.0033349295757317057,0.464158883361278,7.22544,8.82642
Optimal,1//2,1,0.0033349295757317057,1.0,7.83423,10.92007
Optimal,1//2,1,0.0033349295757317057,2.154434690031884,8.16515,12.51911
Optimal,1//2,1,0.0033349295757317057,4.641588833612779,8.29266,13.34745
Optimal,1//2,1,0.0033349295757317057,9.999999999999998,8.34861,13.72044
Optimal,1//2,1,0.0033349295757317057,21.544346900318835,8.33196,13.79591
Optimal,1//2,1,0.0033349295757317057,46.415888336127786,8.33248,13.66976
Optimal,1//2,1,0.0033349295757317057,100.00000000000004,8.34566,13.30235
Optimal,1//3,1,0.0033349295757317057,0.10000000000000002,12.87577,6.26881
Optimal,1//3,1,0.0033349295757317057,0.21544346900318845,14.47685,7.77905
Optimal,1//3,1,0.0033349295757317057,0.464158883361278,15.35984,9.48707
Optimal,1//3,1,0.0033349295757317057,1.0,15.9384,11.17516
Optimal,1//3,1,0.0033349295757317057,2.154434690031884,16.20058,12.56983
Optimal,1//3,1,0.0033349295757317057,4.641588833612779,16.33341,13.32524
Optimal,1//3,1,0.0033349295757317057,9.999999999999998,16.36802,13.63852
Optimal,1//3,1,0.0033349295757317057,21.544346900318835,16.39844,13.68235
Optimal,1//3,1,0.0033349295757317057,46.415888336127786,16.39253,13.54926
Optimal,1//3,1,0.0033349295757317057,100.00000000000004,16.35457,13.1511
Optimal,2//1,1,0.0033349295757317057,0.10000000000000002,4.74045,6.61573
Optimal,2//1,1,0.0033349295757317057,0.21544346900318845,6.61174,9.15504
Optimal,2//1,1,0.0033349295757317057,0.464158883361278,8.4607,11.67834
Optimal,2//1,1,0.0033349295757317057,1.0,9.21119,12.9712
Optimal,2//1,1,0.0033349295757317057,2.154434690031884,9.46106,13.69931
Optimal,2//1,1,0.0033349295757317057,4.641588833612779,9.55359,14.15586
Optimal,2//1,1,0.0033349295757317057,9.999999999999998,9.57741,14.39069
Optimal,2//1,1,0.0033349295757317057,21.544346900318835,9.60207,14.49472
Optimal,2//1,1,0.0033349295757317057,46.415888336127786,9.58886,14.47114
Optimal,2//1,1,0.0033349295757317057,100.00000000000004,9.57522,14.28415
Optimal,3//1,1,0.0033349295757317057,0.10000000000000002,13.34312,9.05799
Optimal,3//1,1,0.0033349295757317057,0.21544346900318845,17.24095,11.4933
Optimal,3//1,1,0.0033349295757317057,0.464158883361278,18.73092,12.76269
Optimal,3//1,1,0.0033349295757317057,1.0,19.24285,13.4983
Optimal,3//1,1,0.0033349295757317057,2.154434690031884,19.44551,13.99028
Optimal,3//1,1,0.0033349295757317057,4.641588833612779,19.49547,14.3188
Optimal,3//1,1,0.0033349295757317057,9.999999999999998,19.519,14.51331
Optimal,3//1,1,0.0033349295757317057,21.544346900318835,19.51179,14.58504
Optimal,3//1,1,0.0033349295757317057,46.415888336127786,19.54607,14.54897
Optimal,3//1,1,0.0033349295757317057,100.00000000000004,19.5051,14.37275
Optimal,1//2,1,0.0036345445844621444,0.10000000000000002,5.45833,5.44663
Optimal,1//2,1,0.0036345445844621444,0.21544346900318845,6.33187,6.87302
Optimal,1//2,1,0.0036345445844621444,0.464158883361278,7.19533,8.8577
Optimal,1//2,1,0.0036345445844621444,1.0,7.80869,10.91679
Optimal,1//2,1,0.0036345445844621444,2.154434690031884,8.17035,12.53669
Optimal,1//2,1,0.0036345445844621444,4.641588833612779,8.27667,13.36011
Optimal,1//2,1,0.0036345445844621444,9.999999999999998,8.3611,13.7138
Optimal,1//2,1,0.0036345445844621444,21.544346900318835,8.32757,13.78725
Optimal,1//2,1,0.0036345445844621444,46.415888336127786,8.34358,13.64003
Optimal,1//2,1,0.0036345445844621444,100.00000000000004,8.34384,13.21202
Optimal,1//3,1,0.0036345445844621444,0.10000000000000002,12.90487,6.27229
Optimal,1//3,1,0.0036345445844621444,0.21544346900318845,14.43384,7.78916
Optimal,1//3,1,0.0036345445844621444,0.464158883361278,15.35689,9.473
Optimal,1//3,1,0.0036345445844621444,1.0,15.95574,11.18413
Optimal,1//3,1,0.0036345445844621444,2.154434690031884,16.24667,12.56928
Optimal,1//3,1,0.0036345445844621444,4.641588833612779,16.32856,13.30405
Optimal,1//3,1,0.0036345445844621444,9.999999999999998,16.36449,13.62916
Optimal,1//3,1,0.0036345445844621444,21.544346900318835,16.3836,13.67714
Optimal,1//3,1,0.0036345445844621444,46.415888336127786,16.38012,13.51587
Optimal,1//3,1,0.0036345445844621444,100.00000000000004,16.42282,13.05117
Optimal,2//1,1,0.0036345445844621444,0.10000000000000002,4.76622,6.65822
Optimal,2//1,1,0.0036345445844621444,0.21544346900318845,6.6171,9.11545
Optimal,2//1,1,0.0036345445844621444,0.464158883361278,8.46053,11.68869
Optimal,2//1,1,0.0036345445844621444,1.0,9.21885,13.00285
Optimal,2//1,1,0.0036345445844621444,2.154434690031884,9.46275,13.70645
Optimal,2//1,1,0.0036345445844621444,4.641588833612779,9.55531,14.15904
Optimal,2//1,1,0.0036345445844621444,9.999999999999998,9.58274,14.38141
Optimal,2//1,1,0.0036345445844621444,21.544346900318835,9.58948,14.49
Optimal,2//1,1,0.0036345445844621444,46.415888336127786,9.57408,14.45373
Optimal,2//1,1,0.0036345445844621444,100.00000000000004,9.58406,14.22959
Optimal,3//1,1,0.0036345445844621444,0.10000000000000002,13.32807,9.05176
Optimal,3//1,1,0.0036345445844621444,0.21544346900318845,17.24373,11.51687
Optimal,3//1,1,0.0036345445844621444,0.464158883361278,18.73633,12.75191
